$PNORI,3,WAV5399,3,5,0.40,2.00,0*23
$PNORS,012417,200200,00,70,14.8,1522.2,99.3,0.0,-0.1,0.000,20.30,0,0*41
$PNORC,012417,200200,1,0.57,-4.28,1.91,4.32,172.4,C,22,25,19,,,*13
$PNORC,012417,200200,2,1.21,-4.72,1.79,4.88,165.6,C,21,24,19,,,*1E
$PNORC,012417,200200,3,1.01,-5.95,1.92,6.04,170.3,C,21,24,19,,,*17
$PNORC,012417,200200,4,1.57,-6.21,1.92,6.40,165.8,C,21,24,18,,,*11
$PNORC,012417,200200,5,1.11,-5.02,2.08,5.14,167.5,C,21,24,19,,,*1C
$PNORW,012417,200501,0,4,0.00,-9.00,0.00,0.00,-9.00,-9.00,-9.00,-9.00,-9.00,180.00,0.00,0.00,1024,0,2.38,307.18,051B*37
